movieId,title,genres,year,title_clean,genre_count,decade,rating_avg,rating_count,rating_std,popularity_category,genres_clean,text_features
489,Made in America (1993),Comedy,1993,Made in America,1,1990,2.4742268041237114,97,0.92525653543079,Popular,comedy,comedy made in america
490,Malice (1993),Thriller,1993,Malice,1,1990,3.324324324324324,185,0.94564373215028,Popular,thriller,thriller malice
491,"Man Without a Face, The (1993)",Drama,1993,"Man Without a Face, The",1,1990,3.3160377358490565,212,0.9484971192887804,Blockbuster,drama,"drama man without a face, the"
492,Manhattan Murder Mystery (1993),Comedy|Mystery,1993,Manhattan Murder Mystery,2,1990,3.719402985074627,335,0.8575551528099068,Blockbuster,comedy|mystery,comedy|mystery manhattan murder mystery
493,Menace II Society (1993),Action|Crime|Drama,1993,Menace II Society,3,1990,3.6073825503355703,298,0.9899558851329183,Blockbuster,action|crime|drama,action|crime|drama menace ii society
494,Executive Decision (1996),Action|Thriller,1996,Executive Decision,2,1990,3.3461538461538463,416,0.9185555005548821,Blockbuster,action|thriller,action|thriller executive decision
495,In the Realm of the Senses (Ai no corrida) (1976),Drama,1976,In the Realm of the Senses (Ai no corrida),1,1970,3.380952380952381,42,1.0809296123917653,Moderate,drama,drama in the realm of the senses (ai no corrida)
496,What Happened Was... (1994),Comedy|Drama|Romance,1994,What Happened Was...,3,1990,3.2162162162162162,37,1.3361456826578773,Moderate,comedy|drama|romance,comedy|drama|romance what happened was...
497,Much Ado About Nothing (1993),Comedy|Romance,1993,Much Ado About Nothing,2,1990,4.0,667,0.8802129144558009,Blockbuster,comedy|romance,comedy|romance much ado about nothing
498,Mr. Jones (1993),Drama|Romance,1993,Mr. Jones,2,1990,2.74468085106383,47,0.9883689925806616,Moderate,drama|romance,drama|romance mr. jones
499,Mr. Wonderful (1993),Comedy|Romance,1993,Mr. Wonderful,2,1990,2.7551020408163267,49,0.8786972422498065,Moderate,comedy|romance,comedy|romance mr. wonderful
500,Mrs. Doubtfire (1993),Comedy,1993,Mrs. Doubtfire,1,1990,3.420047732696897,838,0.9862514856464827,Blockbuster,comedy,comedy mrs. doubtfire
501,Naked (1993),Drama,1993,Naked,1,1990,3.606382978723404,94,1.165988298382632,Popular,drama,drama naked
502,"Next Karate Kid, The (1994)",Action|Children's,1994,"Next Karate Kid, The",2,1990,1.935483870967742,155,0.9375113461120429,Popular,action|childrens,"action|children's next karate kid, the"
503,"New Age, The (1994)",Drama,1994,"New Age, The",1,1990,3.6923076923076925,13,1.031553471276484,Moderate,drama,"drama new age, the"
504,No Escape (1994),Action|Sci-Fi,1994,No Escape,2,1990,2.955056179775281,178,1.0673385492649017,Popular,action|scifi,action|sci-fi no escape
505,North (1994),Comedy,1994,North,1,1990,2.4927536231884058,69,1.009122921530741,Popular,comedy,comedy north
506,Orlando (1993),Drama,1993,Orlando,1,1990,3.491228070175439,114,1.1843045383511264,Popular,drama,drama orlando
507,"Perfect World, A (1993)",Action|Drama,1993,"Perfect World, A",2,1990,3.522727272727273,308,0.9182211046576918,Blockbuster,action|drama,"action|drama perfect world, a"
508,Philadelphia (1993),Drama,1993,Philadelphia,1,1990,3.894830659536542,561,0.9031640897745625,Blockbuster,drama,drama philadelphia
509,"Piano, The (1993)",Drama|Romance,1993,"Piano, The",2,1990,3.674342105263158,608,1.12447662132124,Blockbuster,drama|romance,"drama|romance piano, the"
510,Poetic Justice (1993),Drama,1993,Poetic Justice,1,1990,2.4047619047619047,42,0.964226565054738,Moderate,drama,drama poetic justice
511,"Program, The (1993)",Action|Drama,1993,"Program, The",2,1990,3.1052631578947367,152,1.0927690978199494,Popular,action|drama,"action|drama program, the"
512,Robert A. Heinlein's The Puppet Masters (1994),Horror|Sci-Fi,1994,Robert A. Heinlein's The Puppet Masters,2,1990,2.8715083798882683,179,1.1067837114441768,Popular,horror|scifi,horror|sci-fi robert a. heinlein's the puppet masters
513,Radioland Murders (1994),Comedy|Mystery|Romance,1994,Radioland Murders,3,1990,3.1194029850746268,67,0.9617280542305007,Popular,comedy|mystery|romance,comedy|mystery|romance radioland murders
514,"Ref, The (1994)",Comedy,1994,"Ref, The",1,1990,3.531791907514451,346,0.9296255893004172,Blockbuster,comedy,"comedy ref, the"
515,"Remains of the Day, The (1993)",Drama,1993,"Remains of the Day, The",1,1990,3.917777777777778,450,0.9532008878982059,Blockbuster,drama,"drama remains of the day, the"
516,Renaissance Man (1994),Comedy|Drama|War,1994,Renaissance Man,3,1990,2.870967741935484,248,1.0017615410815202,Blockbuster,comedy|drama|war,comedy|drama|war renaissance man
517,Rising Sun (1993),Action|Drama|Mystery,1993,Rising Sun,3,1990,3.175392670157068,382,0.9436188383410524,Blockbuster,action|drama|mystery,action|drama|mystery rising sun
518,"Road to Wellville, The (1994)",Comedy,1994,"Road to Wellville, The",1,1990,2.4563758389261743,149,1.0621448307902555,Popular,comedy,"comedy road to wellville, the"
519,Robocop 3 (1993),Sci-Fi|Thriller,1993,Robocop 3,2,1990,1.9405940594059405,202,0.9391621350887365,Blockbuster,scifi|thriller,sci-fi|thriller robocop 3
520,Robin Hood: Men in Tights (1993),Comedy,1993,Robin Hood: Men in Tights,1,1990,2.93048128342246,374,1.1672388001342444,Blockbuster,comedy,comedy robin hood: men in tights
521,Romeo Is Bleeding (1993),Crime|Thriller,1993,Romeo Is Bleeding,2,1990,3.3675213675213675,117,0.9790767167142249,Popular,crime|thriller,crime|thriller romeo is bleeding
522,Romper Stomper (1992),Action|Drama,1992,Romper Stomper,2,1990,3.566265060240964,83,1.0144417073773955,Popular,action|drama,action|drama romper stomper
523,Ruby in Paradise (1993),Drama,1993,Ruby in Paradise,1,1990,3.658119658119658,117,0.9483415029661826,Popular,drama,drama ruby in paradise
524,Rudy (1993),Drama,1993,Rudy,1,1990,3.615546218487395,476,0.9718619763203257,Blockbuster,drama,drama rudy
525,"Saint of Fort Washington, The (1993)",Drama,1993,"Saint of Fort Washington, The",1,1990,3.1904761904761907,21,1.2090925365350502,Moderate,drama,"drama saint of fort washington, the"
526,"Savage Nights (Nuits fauves, Les) (1992)",Drama,1992,"Savage Nights (Nuits fauves, Les)",1,1990,2.5,8,1.1952286093343936,Niche,drama,"drama savage nights (nuits fauves, les)"
527,Schindler's List (1993),Drama|War,1993,Schindler's List,2,1990,4.510416666666667,2304,0.7638573637007727,Blockbuster,drama|war,drama|war schindler's list
528,"Scout, The (1994)",Drama,1994,"Scout, The",1,1990,2.514705882352941,68,1.0857647014112002,Popular,drama,"drama scout, the"
529,Searching for Bobby Fischer (1993),Drama,1993,Searching for Bobby Fischer,1,1990,3.977777777777778,720,0.8133486854156573,Blockbuster,drama,drama searching for bobby fischer
531,"Secret Garden, The (1993)",Children's|Drama,1993,"Secret Garden, The",2,1990,3.769230769230769,338,0.9621933401031583,Blockbuster,childrens|drama,"children's|drama secret garden, the"
532,Serial Mom (1994),Comedy|Crime|Horror,1994,Serial Mom,3,1990,3.0488431876606685,389,1.222714551655884,Blockbuster,comedy|crime|horror,comedy|crime|horror serial mom
533,"Shadow, The (1994)",Action,1994,"Shadow, The",1,1990,2.7339901477832513,203,0.9990972855738659,Blockbuster,action,"action shadow, the"
534,Shadowlands (1993),Drama|Romance,1993,Shadowlands,2,1990,3.835664335664336,286,0.942702765710369,Blockbuster,drama|romance,drama|romance shadowlands
535,Short Cuts (1993),Drama,1993,Short Cuts,1,1990,3.8172757475083055,301,0.988180425686451,Blockbuster,drama,drama short cuts
536,"Simple Twist of Fate, A (1994)",Drama,1994,"Simple Twist of Fate, A",1,1990,3.1636363636363636,55,1.06742397358966,Popular,drama,"drama simple twist of fate, a"
537,Sirens (1994),Comedy|Drama,1994,Sirens,2,1990,3.077294685990338,207,0.9723439925885695,Blockbuster,comedy|drama,comedy|drama sirens
538,Six Degrees of Separation (1993),Drama,1993,Six Degrees of Separation,1,1990,3.8222222222222224,315,0.8779761840502154,Blockbuster,drama,drama six degrees of separation
539,Sleepless in Seattle (1993),Comedy|Romance,1993,Sleepless in Seattle,2,1990,3.760649087221095,986,0.9598610223980157,Blockbuster,comedy|romance,comedy|romance sleepless in seattle
540,Sliver (1993),Thriller,1993,Sliver,1,1990,2.2189349112426036,169,0.9414382622830967,Popular,thriller,thriller sliver
541,Blade Runner (1982),Film-Noir|Sci-Fi,1982,Blade Runner,2,1980,4.273333333333333,1800,0.8750510189207735,Blockbuster,filmnoir|scifi,film-noir|sci-fi blade runner
542,Son in Law (1993),Comedy,1993,Son in Law,1,1990,2.674757281553398,206,1.1416905263133041,Blockbuster,comedy,comedy son in law
543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,1993,So I Married an Axe Murderer,3,1990,3.3841642228739004,682,1.0277707607118487,Blockbuster,comedy|romance|thriller,comedy|romance|thriller so i married an axe murderer
544,Striking Distance (1993),Action,1993,Striking Distance,1,1990,2.643410852713178,129,0.9082817708144306,Popular,action,action striking distance
546,Super Mario Bros. (1993),Action|Adventure|Children's|Sci-Fi,1993,Super Mario Bros.,4,1990,1.8742857142857143,350,1.0441110220866834,Blockbuster,action|adventure|childrens|scifi,action|adventure|children's|sci-fi super mario bros.
547,Surviving the Game (1994),Action|Adventure|Thriller,1994,Surviving the Game,3,1990,2.879032258064516,124,1.032738422524049,Popular,action|adventure|thriller,action|adventure|thriller surviving the game
548,Terminal Velocity (1994),Action,1994,Terminal Velocity,1,1990,2.5474452554744524,137,0.9312452362271211,Popular,action,action terminal velocity
549,Thirty-Two Short Films About Glenn Gould (1993),Documentary,1993,Thirty-Two Short Films About Glenn Gould,1,1990,3.821656050955414,157,1.0771709427547116,Popular,documentary,documentary thirty-two short films about glenn gould
550,Threesome (1994),Comedy|Romance,1994,Threesome,2,1990,3.0168539325842696,178,1.096861053476768,Popular,comedy|romance,comedy|romance threesome
551,"Nightmare Before Christmas, The (1993)",Children's|Comedy|Musical,1993,"Nightmare Before Christmas, The",3,1990,3.717871485943775,996,1.0702565735449991,Blockbuster,childrens|comedy|musical,"children's|comedy|musical nightmare before christmas, the"
552,"Three Musketeers, The (1993)",Action|Adventure|Comedy,1993,"Three Musketeers, The",3,1990,3.2400756143667295,529,0.9947879294476131,Blockbuster,action|adventure|comedy,"action|adventure|comedy three musketeers, the"
553,Tombstone (1993),Western,1993,Tombstone,1,1990,3.8734177215189876,553,1.047027573680702,Blockbuster,western,western tombstone
554,Trial by Jury (1994),Thriller,1994,Trial by Jury,1,1990,2.6153846153846154,26,0.9413574486632834,Moderate,thriller,thriller trial by jury
555,True Romance (1993),Action|Crime|Romance,1993,True Romance,3,1990,3.9285714285714284,658,0.9648643701998023,Blockbuster,action|crime|romance,action|crime|romance true romance
556,"War Room, The (1993)",Documentary,1993,"War Room, The",1,1990,4.2272727272727275,132,0.7675768265092631,Popular,documentary,"documentary war room, the"
558,"Pagemaster, The (1994)",Action|Adventure|Animation|Children's|Fantasy,1994,"Pagemaster, The",5,1990,2.7037037037037037,135,1.1067909378966114,Popular,action|adventure|animation|childrens|fantasy,"action|adventure|animation|children's|fantasy pagemaster, the"
559,"Paris, France (1993)",Comedy,1993,"Paris, France",1,1990,3.0,5,2.0,Niche,comedy,"comedy paris, france"
560,"Beans of Egypt, Maine, The (1994)",Drama,1994,"Beans of Egypt, Maine, The",1,1990,3.625,8,0.5175491695067655,Niche,drama,"drama beans of egypt, maine, the"
561,Killer (Bulletproof Heart) (1994),Thriller,1994,Killer (Bulletproof Heart),1,1990,3.6153846153846154,13,0.9607689228305227,Moderate,thriller,thriller killer (bulletproof heart)
562,Welcome to the Dollhouse (1995),Comedy|Drama,1995,Welcome to the Dollhouse,2,1990,3.799163179916318,478,1.0387862467313727,Blockbuster,comedy|drama,comedy|drama welcome to the dollhouse
563,Germinal (1993),Drama,1993,Germinal,1,1990,3.235294117647059,17,0.9701425001453319,Moderate,drama,drama germinal
564,Chasers (1994),Comedy,1994,Chasers,1,1990,2.2666666666666666,45,0.9629500128629355,Moderate,comedy,comedy chasers
565,Cronos (1992),Horror,1992,Cronos,1,1990,3.1311475409836067,61,1.0874344399558924,Popular,horror,horror cronos
566,Naked in New York (1994),Comedy|Romance,1994,Naked in New York,2,1990,2.923076923076923,13,0.9540735874430286,Moderate,comedy|romance,comedy|romance naked in new york
567,Kika (1993),Drama,1993,Kika,1,1990,3.5714285714285716,14,1.2224996910042534,Moderate,drama,drama kika
568,Bhaji on the Beach (1993),Comedy|Drama,1993,Bhaji on the Beach,2,1990,3.857142857142857,35,0.9121034881575903,Moderate,comedy|drama,comedy|drama bhaji on the beach
569,Little Big League (1994),Children's|Comedy,1994,Little Big League,2,1990,2.93,100,0.9347932305266142,Popular,childrens|comedy,children's|comedy little big league
570,"Slingshot, The (Kådisbellan ) (1993)",Comedy|Drama,1993,"Slingshot, The (Kådisbellan )",2,1990,3.217391304347826,23,1.2776584313476258,Moderate,comedy|drama,"comedy|drama slingshot, the (kådisbellan )"
571,"Wedding Gift, The (1994)",Drama,1994,"Wedding Gift, The",1,1990,3.588235294117647,34,0.8916327229616303,Moderate,drama,"drama wedding gift, the"
573,"Ciao, Professore! (Io speriamo che me la cavo ) (1993)",Drama,1993,"Ciao, Professore! (Io speriamo che me la cavo )",1,1990,3.5238095238095237,21,1.077916862241593,Moderate,drama,"drama ciao, professore! (io speriamo che me la cavo )"
574,Spanking the Monkey (1994),Comedy|Drama,1994,Spanking the Monkey,2,1990,3.4457142857142857,175,1.0373326917149066,Popular,comedy|drama,comedy|drama spanking the monkey
575,"Little Rascals, The (1994)",Children's|Comedy,1994,"Little Rascals, The",2,1990,2.822429906542056,107,1.147705538069774,Popular,childrens|comedy,"children's|comedy little rascals, the"
577,Andre (1994),Adventure|Children's,1994,Andre,2,1990,2.963636363636364,55,1.0534535157112104,Popular,adventure|childrens,adventure|children's andre
580,Princess Caraboo (1994),Drama,1994,Princess Caraboo,1,1990,3.2419354838709675,62,1.0352078095166148,Popular,drama,drama princess caraboo
581,"Celluloid Closet, The (1995)",Documentary,1995,"Celluloid Closet, The",1,1990,4.049645390070922,141,0.8890302994575586,Popular,documentary,"documentary celluloid closet, the"
583,Dear Diary (Caro Diario) (1994),Comedy|Drama,1994,Dear Diary (Caro Diario),2,1990,3.6785714285714284,28,1.1880133254200738,Moderate,comedy|drama,comedy|drama dear diary (caro diario)
585,"Brady Bunch Movie, The (1995)",Comedy,1995,"Brady Bunch Movie, The",1,1990,2.9066985645933014,418,1.0986816211269994,Blockbuster,comedy,"comedy brady bunch movie, the"
586,Home Alone (1990),Children's|Comedy,1990,Home Alone,2,1990,3.1348148148148147,675,1.0831401841561898,Blockbuster,childrens|comedy,children's|comedy home alone
587,Ghost (1990),Comedy|Romance|Thriller,1990,Ghost,3,1990,3.49644128113879,1124,1.0512197745278877,Blockbuster,comedy|romance|thriller,comedy|romance|thriller ghost
588,Aladdin (1992),Animation|Children's|Comedy|Musical,1992,Aladdin,4,1990,3.788304959289415,1351,0.9558611468807213,Blockbuster,animation|childrens|comedy|musical,animation|children's|comedy|musical aladdin
589,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller,1991,Terminator 2: Judgment Day,3,1990,4.058512646281616,2649,0.9048231245063147,Blockbuster,action|scifi|thriller,action|sci-fi|thriller terminator 2: judgment day
590,Dances with Wolves (1990),Adventure|Drama|Western,1990,Dances with Wolves,3,1990,3.9152308752584424,1451,1.019997767968075,Blockbuster,adventure|drama|western,adventure|drama|western dances with wolves
592,Batman (1989),Action|Adventure|Crime|Drama,1989,Batman,4,1980,3.6009783368273935,1431,0.9827742345187289,Blockbuster,action|adventure|crime|drama,action|adventure|crime|drama batman
593,"Silence of the Lambs, The (1991)",Drama|Thriller,1991,"Silence of the Lambs, The",2,1990,4.3518231186966645,2578,0.8315416745983099,Blockbuster,drama|thriller,"drama|thriller silence of the lambs, the"
594,Snow White and the Seven Dwarfs (1937),Animation|Children's|Musical,1937,Snow White and the Seven Dwarfs,3,1930,3.8453473132372213,763,0.9527904748298538,Blockbuster,animation|childrens|musical,animation|children's|musical snow white and the seven dwarfs
595,Beauty and the Beast (1991),Animation|Children's|Musical,1991,Beauty and the Beast,3,1990,3.8858490566037736,1060,1.028942697362756,Blockbuster,animation|childrens|musical,animation|children's|musical beauty and the beast
596,Pinocchio (1940),Animation|Children's,1940,Pinocchio,2,1940,3.751004016064257,498,0.9484971677593032,Blockbuster,animation|childrens,animation|children's pinocchio
597,Pretty Woman (1990),Comedy|Romance,1990,Pretty Woman,2,1990,3.641491395793499,1046,1.0447221069677528,Blockbuster,comedy|romance,comedy|romance pretty woman
598,Window to Paris (1994),Comedy,1994,Window to Paris,1,1990,4.25,8,0.8864052604279182,Niche,comedy,comedy window to paris
599,"Wild Bunch, The (1969)",Western,1969,"Wild Bunch, The",1,1960,4.087121212121212,264,0.9331173725095543,Blockbuster,western,"western wild bunch, the"
600,Love and a .45 (1994),Thriller,1994,Love and a .45,1,1990,3.0,30,1.1141720290623114,Moderate,thriller,thriller love and a .45
602,"Great Day in Harlem, A (1994)",Documentary,1994,"Great Day in Harlem, A",1,1990,4.121951219512195,41,0.979671423264441,Moderate,documentary,"documentary great day in harlem, a"
603,"Bye Bye, Love (1995)",Comedy,1995,"Bye Bye, Love",1,1990,3.0,58,1.0429378208913578,Popular,comedy,"comedy bye bye, love"
605,One Fine Day (1996),Drama|Romance,1996,One Fine Day,2,1990,3.314159292035398,226,0.8961515007469734,Blockbuster,drama|romance,drama|romance one fine day
606,Candyman: Farewell to the Flesh (1995),Horror,1995,Candyman: Farewell to the Flesh,1,1990,2.225806451612903,93,1.043916457781699,Popular,horror,horror candyman: farewell to the flesh
608,Fargo (1996),Crime|Drama|Thriller,1996,Fargo,3,1990,4.254675686430561,2513,0.9495656819561792,Blockbuster,crime|drama|thriller,crime|drama|thriller fargo
609,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children's,1996,Homeward Bound II: Lost in San Francisco,2,1990,2.7761194029850746,67,0.9972826036723578,Popular,adventure|childrens,adventure|children's homeward bound ii: lost in san francisco
610,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi,1981,Heavy Metal,5,1980,3.546925566343042,618,1.073580747628782,Blockbuster,action|adventure|animation|horror|scifi,action|adventure|animation|horror|sci-fi heavy metal
611,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi,1996,Hellraiser: Bloodline,3,1990,2.4722222222222223,216,1.2719392506579634,Blockbuster,action|horror|scifi,action|horror|sci-fi hellraiser: bloodline
612,"Pallbearer, The (1996)",Comedy,1996,"Pallbearer, The",1,1990,2.4050632911392404,79,0.9270713100358534,Popular,comedy,"comedy pallbearer, the"
613,Jane Eyre (1996),Drama|Romance,1996,Jane Eyre,2,1990,3.6341463414634148,82,0.9363996604008332,Popular,drama|romance,drama|romance jane eyre
614,Loaded (1994),Drama|Thriller,1994,Loaded,2,1990,2.6666666666666665,9,0.8660254037844386,Niche,drama|thriller,drama|thriller loaded
615,Bread and Chocolate (Pane e cioccolata) (1973),Drama,1973,Bread and Chocolate (Pane e cioccolata),1,1970,4.044776119402985,67,0.9444067533561548,Popular,drama,drama bread and chocolate (pane e cioccolata)
616,"Aristocats, The (1970)",Animation|Children's,1970,"Aristocats, The",2,1970,3.352517985611511,278,1.0327720879244984,Blockbuster,animation|childrens,"animation|children's aristocats, the"
617,"Flower of My Secret, The (La Flor de Mi Secreto) (1995)",Drama,1995,"Flower of My Secret, The (La Flor de Mi Secreto)",1,1990,3.6470588235294117,17,1.0571882797418486,Moderate,drama,"drama flower of my secret, the (la flor de mi secreto)"
618,Two Much (1996),Comedy|Romance,1996,Two Much,2,1990,2.111111111111111,9,1.3642254619787415,Niche,comedy|romance,comedy|romance two much
619,Ed (1996),Comedy,1996,Ed,1,1990,2.59375,32,1.0115263139785184,Moderate,comedy,comedy ed
621,My Favorite Season (1993),Drama,1993,My Favorite Season,1,1990,3.7142857142857144,42,0.9444501377615285,Moderate,drama,drama my favorite season
626,"Thin Line Between Love and Hate, A (1996)",Comedy,1996,"Thin Line Between Love and Hate, A",1,1990,2.263157894736842,19,1.1945294407402949,Moderate,comedy,"comedy thin line between love and hate, a"
627,"Last Supper, The (1995)",Drama|Thriller,1995,"Last Supper, The",2,1990,3.603305785123967,121,1.012252758644263,Popular,drama|thriller,"drama|thriller last supper, the"
628,Primal Fear (1996),Drama|Thriller,1996,Primal Fear,2,1990,3.8969072164948453,485,0.8317627413525809,Blockbuster,drama|thriller,drama|thriller primal fear
630,Carried Away (1996),Drama|Romance,1996,Carried Away,2,1990,2.857142857142857,7,1.2149857925879117,Niche,drama|romance,drama|romance carried away
631,All Dogs Go to Heaven 2 (1996),Animation|Children's|Musical,1996,All Dogs Go to Heaven 2,3,1990,2.08,75,1.17127788841585,Popular,animation|childrens|musical,animation|children's|musical all dogs go to heaven 2
632,Land and Freedom (Tierra y libertad) (1995),War,1995,Land and Freedom (Tierra y libertad),1,1990,4.0,13,1.0801234497346435,Moderate,war,war land and freedom (tierra y libertad)
633,Denise Calls Up (1995),Comedy,1995,Denise Calls Up,1,1990,3.6,20,0.9403246919632545,Moderate,comedy,comedy denise calls up
635,"Family Thing, A (1996)",Comedy|Drama,1996,"Family Thing, A",2,1990,3.6233766233766236,77,0.7615593600764335,Popular,comedy|drama,"comedy|drama family thing, a"
637,Sgt. Bilko (1996),Comedy,1996,Sgt. Bilko,1,1990,2.5428571428571427,140,1.1083166870193693,Popular,comedy,comedy sgt. bilko
638,Jack and Sarah (1995),Romance,1995,Jack and Sarah,1,1990,3.210526315789474,19,1.0316624861746777,Moderate,romance,romance jack and sarah
639,Girl 6 (1996),Comedy,1996,Girl 6,1,1990,2.6153846153846154,78,1.0718447410194951,Popular,comedy,comedy girl 6
640,Diabolique (1996),Drama|Thriller,1996,Diabolique,2,1990,2.676056338028169,71,0.9528100978132893,Popular,drama|thriller,drama|thriller diabolique
645,Nelly & Monsieur Arnaud (1995),Drama,1995,Nelly & Monsieur Arnaud,1,1990,3.6,20,0.8207826816681233,Moderate,drama,drama nelly & monsieur arnaud
647,Courage Under Fire (1996),Drama|War,1996,Courage Under Fire,2,1990,3.5532879818594103,441,0.8215806998849338,Blockbuster,drama|war,drama|war courage under fire
648,Mission: Impossible (1996),Action|Adventure|Mystery,1996,Mission: Impossible,3,1990,3.432874918140144,1527,0.9770866635259181,Blockbuster,action|adventure|mystery,action|adventure|mystery mission: impossible
649,Cold Fever (Á köldum klaka) (1994),Comedy|Drama,1994,Cold Fever (Á köldum klaka),2,1990,4.1875,16,0.8341662504161466,Moderate,comedy|drama,comedy|drama cold fever (á köldum klaka)
650,Moll Flanders (1996),Drama,1996,Moll Flanders,1,1990,3.4719101123595504,89,0.9425532013010947,Popular,drama,drama moll flanders
652,"301, 302 (1995)",Mystery,1995,"301, 302",1,1990,2.888888888888889,9,0.7817359599705717,Niche,mystery,"mystery 301, 302"
653,Dragonheart (1996),Action|Adventure|Fantasy,1996,Dragonheart,3,1990,3.2254901960784315,612,0.9783937142750143,Blockbuster,action|adventure|fantasy,action|adventure|fantasy dragonheart
656,Eddie (1996),Comedy,1996,Eddie,1,1990,2.5641025641025643,39,1.119089662812728,Moderate,comedy,comedy eddie
659,Purple Noon (1960),Crime|Thriller,1960,Purple Noon,2,1960,3.72,25,1.173314393786536,Moderate,crime|thriller,crime|thriller purple noon
661,James and the Giant Peach (1996),Animation|Children's|Musical,1996,James and the Giant Peach,3,1990,3.4647619047619047,525,1.0232022917506065,Blockbuster,animation|childrens|musical,animation|children's|musical james and the giant peach
662,Fear (1996),Thriller,1996,Fear,1,1990,2.984375,128,0.9879938713189368,Popular,thriller,thriller fear
663,Kids in the Hall: Brain Candy (1996),Comedy,1996,Kids in the Hall: Brain Candy,1,1990,3.4166666666666665,264,1.1033420827577833,Blockbuster,comedy,comedy kids in the hall: brain candy
664,Faithful (1996),Comedy,1996,Faithful,1,1990,3.0,8,0.7559289460184544,Niche,comedy,comedy faithful
665,Underground (1995),War,1995,Underground,1,1990,3.657142857142857,35,1.186761712116016,Moderate,war,war underground
667,Bloodsport 2 (1995),Action,1995,Bloodsport 2,1,1990,2.0425531914893615,47,1.0623486451482342,Moderate,action,action bloodsport 2
668,Pather Panchali (1955),Drama,1955,Pather Panchali,1,1950,4.404255319148936,47,0.9245345354869379,Moderate,drama,drama pather panchali
669,Aparajito (1956),Drama,1956,Aparajito,1,1950,4.173913043478261,23,1.192864158731316,Moderate,drama,drama aparajito
670,"World of Apu, The (Apur Sansar) (1959)",Drama,1959,"World of Apu, The (Apur Sansar)",1,1950,4.410714285714286,56,1.0229509134990646,Popular,drama,"drama world of apu, the (apur sansar)"
671,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi,1996,Mystery Science Theater 3000: The Movie,2,1990,3.6798245614035086,456,1.130257566643927,Blockbuster,comedy|scifi,comedy|sci-fi mystery science theater 3000: the movie
673,Space Jam (1996),Adventure|Animation|Children's|Comedy|Fantasy,1996,Space Jam,5,1990,2.619893428063943,563,1.0164634048458885,Blockbuster,adventure|animation|childrens|comedy|fantasy,adventure|animation|children's|comedy|fantasy space jam
674,Barbarella (1968),Adventure|Sci-Fi,1968,Barbarella,2,1960,3.0155440414507773,386,1.173192708731838,Blockbuster,adventure|scifi,adventure|sci-fi barbarella
678,Some Folks Call It a Sling Blade (1993),Drama|Thriller,1993,Some Folks Call It a Sling Blade,2,1990,4.245098039215686,306,0.8504919445437726,Blockbuster,drama|thriller,drama|thriller some folks call it a sling blade
680,Alphaville (1965),Sci-Fi,1965,Alphaville,1,1960,3.359375,64,1.1733439866940605,Popular,scifi,sci-fi alphaville
681,Clean Slate (Coup de Torchon) (1981),Crime,1981,Clean Slate (Coup de Torchon),1,1980,3.933333333333333,15,1.0327955589886444,Moderate,crime,crime clean slate (coup de torchon)
685,It's My Party (1995),Drama,1995,It's My Party,1,1990,3.3,30,1.0553639672872464,Moderate,drama,drama it's my party
688,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War,1995,Operation Dumbo Drop,4,1990,2.276995305164319,213,0.9777170101131756,Blockbuster,action|adventure|comedy|war,action|adventure|comedy|war operation dumbo drop
691,Mrs. Winterbourne (1996),Comedy|Romance,1996,Mrs. Winterbourne,2,1990,3.0991735537190084,121,1.1060813613660763,Popular,comedy|romance,comedy|romance mrs. winterbourne
692,Solo (1996),Action|Sci-Fi|Thriller,1996,Solo,3,1990,2.1132075471698113,106,1.080747137660584,Popular,action|scifi|thriller,action|sci-fi|thriller solo
694,"Substitute, The (1996)",Action,1996,"Substitute, The",1,1990,2.645390070921986,141,1.00096204989464,Popular,action,"action substitute, the"
695,True Crime (1995),Mystery|Thriller,1995,True Crime,2,1990,3.1777777777777776,135,0.9293447110947589,Popular,mystery|thriller,mystery|thriller true crime
697,Feeling Minnesota (1996),Drama|Romance,1996,Feeling Minnesota,2,1990,2.552941176470588,85,1.052275112869855,Popular,drama|romance,drama|romance feeling minnesota
698,Delta of Venus (1994),Drama,1994,Delta of Venus,1,1990,2.2,5,0.8366600265340756,Niche,drama,drama delta of venus
700,Angus (1995),Comedy,1995,Angus,1,1990,3.3241379310344827,145,1.0467062002929957,Popular,comedy,comedy angus
702,Faces (1968),Drama,1968,Faces,1,1960,3.6666666666666665,27,0.9607689228305228,Moderate,drama,drama faces
703,Boys (1996),Drama,1996,Boys,1,1990,1.6,10,0.8432740427115678,Niche,drama,drama boys
704,"Quest, The (1996)",Action|Adventure,1996,"Quest, The",2,1990,2.3095238095238093,42,1.1367067373497675,Moderate,action|adventure,"action|adventure quest, the"
705,Cosi (1996),Comedy,1996,Cosi,1,1990,3.8333333333333335,36,0.7745966692414834,Moderate,comedy,comedy cosi
